location,analyte,unit,n_analyzed,n_detect,n_nondetect,min_detected,min_detected_date,max_detected,max_detected_date,max_detected_qualifier,max_reporting_limit_nondetect,max_reporting_limit_date,regulatory_limit,limit_type,exceedance_ratio_at_max,exceeds_limit,nondetect_rl_above_limit,source_document
PL5,mercury,ug/L,7,1,6,0.24,3/17/2020,0.24,3/17/2020,,0.2,12/12/2014,2.0,primary MCL,0.12,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,molybdenum,ug/L,7,7,0,1.5,12/12/2014,4.4,10/28/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,nickel,ug/L,7,7,0,1.1,12/12/2014,3.8,10/28/2016,J,,,100.0,primary MCL,0.038,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,nitrate_as_n,mg/L,6,6,0,0.39,3/24/2017,0.96,10/28/2016,,,,10.0,primary MCL,0.096,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,potassium,mg/L,5,5,0,1.6,1/6/2016,4.2,10/28/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,selenium,ug/L,7,1,6,0.15,10/28/2016,0.15,10/28/2016,J,1.3,3/24/2017,50.0,primary MCL,0.003,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,silver,ug/L,7,0,7,,,,,,0.5,12/12/2014,100.0,secondary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,sodium,mg/L,5,5,0,1.4,12/12/2014,3.9,3/5/2016,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,strontium,ug/L,7,7,0,75.0,12/12/2014,170.0,3/24/2017,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,sulfate,mg/L,5,4,1,2.6,1/6/2016,5.9,3/5/2016,,1.0,12/12/2014,250.0,secondary MCL,0.024,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,sulfide,mg/L,7,1,6,0.014,3/5/2016,0.014,3/5/2016,,0.062,10/28/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,thallium,ug/L,7,0,7,,,,,,0.88,10/28/2016,2.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,total_dissolved_solids,mg/L,5,5,0,22.0,12/12/2014,80.0,10/28/2016,,,,500.0,secondary MCL,0.16,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,total_suspended_solids,mg/L,7,6,1,12.0,3/5/2016,120.0,3/17/2020,,2.0,3/24/2017,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,vanadium,ug/L,7,5,2,1.1,12/12/2014,2.3,12/4/2019,,7.2,10/28/2016,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL5,zinc,ug/L,7,7,0,22.0,12/12/2014,96.0,3/17/2020,,,,5000.0,secondary MCL,0.019,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,antimony,ug/L,1,0,1,,,,,,8.8,3/10/2023,6.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,arsenic,ug/L,1,1,0,9.2,3/10/2023,9.2,3/10/2023,J,,,10.0,primary MCL,0.92,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,barium,ug/L,1,1,0,160.0,3/10/2023,160.0,3/10/2023,,,,1000.0,primary MCL,0.16,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,beryllium,ug/L,1,0,1,,,,,,3.0,3/10/2023,4.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,cadmium,ug/L,1,0,1,,,,,,11.0,3/10/2023,5.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,chromium,ug/L,1,1,0,12.0,3/10/2023,12.0,3/10/2023,J+,,,50.0,primary MCL,0.24,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,cobalt,ug/L,1,0,1,,,,,,1.6,3/10/2023,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,copper,ug/L,1,1,0,17.0,3/10/2023,17.0,3/10/2023,J+,,,1300.0,primary MCL,0.013,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,lead,ug/L,1,0,1,,,,,,4.7,3/10/2023,15.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,mercury,ug/L,1,1,0,0.08,3/10/2023,0.08,3/10/2023,J,,,2.0,primary MCL,0.04,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,molybdenum,ug/L,1,1,0,6.6,3/10/2023,6.6,3/10/2023,J+,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,nickel,ug/L,1,0,1,,,,,,4.6,3/10/2023,100.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,nitrate_as_n,mg/L,1,1,0,0.11,3/10/2023,0.11,3/10/2023,J,,,10.0,primary MCL,0.011,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,selenium,ug/L,1,0,1,,,,,,9.3,3/10/2023,50.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,silver,ug/L,1,0,1,,,,,,2.4,3/10/2023,100.0,secondary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,strontium,ug/L,1,1,0,52.0,3/10/2023,52.0,3/10/2023,J,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,sulfide,mg/L,1,0,1,,,,,,0.01,3/10/2023,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,thallium,ug/L,1,0,1,,,,,,8.5,3/10/2023,2.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,total_suspended_solids,mg/L,1,1,0,1.6,3/10/2023,1.6,3/10/2023,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,vanadium,ug/L,1,1,0,25.0,3/10/2023,25.0,3/10/2023,J+,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL6,zinc,ug/L,1,1,0,27.0,3/10/2023,27.0,3/10/2023,J+,,,5000.0,secondary MCL,0.005,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,antimony,ug/L,1,0,1,,,,,,8.8,3/10/2023,6.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,arsenic,ug/L,1,0,1,,,,,,7.8,3/10/2023,10.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,barium,ug/L,1,1,0,300.0,3/10/2023,300.0,3/10/2023,,,,1000.0,primary MCL,0.3,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,beryllium,ug/L,1,0,1,,,,,,1.6,3/10/2023,4.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,cadmium,ug/L,1,0,1,,,,,,3.0,3/10/2023,5.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,chromium,ug/L,1,0,1,,,,,,3.0,3/10/2023,50.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,cobalt,ug/L,1,0,1,,,,,,1.6,3/10/2023,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,copper,ug/L,1,1,0,16.0,3/10/2023,16.0,3/10/2023,J+,,,1300.0,primary MCL,0.012,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,lead,ug/L,1,0,1,,,,,,4.7,3/10/2023,15.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,mercury,ug/L,1,1,0,0.07,3/10/2023,0.07,3/10/2023,J,,,2.0,primary MCL,0.035,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,molybdenum,ug/L,1,1,0,6.7,3/10/2023,6.7,3/10/2023,J+,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,nickel,ug/L,1,0,1,,,,,,4.6,3/10/2023,100.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,nitrate_as_n,mg/L,1,1,0,0.18,3/10/2023,0.18,3/10/2023,J,,,10.0,primary MCL,0.018,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,selenium,ug/L,1,0,1,,,,,,9.3,3/10/2023,50.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,silver,ug/L,1,0,1,,,,,,2.4,3/10/2023,100.0,secondary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,strontium,ug/L,1,1,0,77.0,3/10/2023,77.0,3/10/2023,J,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,sulfide,mg/L,1,0,1,,,,,,0.01,3/10/2023,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,thallium,ug/L,1,0,1,,,,,,8.5,3/10/2023,2.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,total_suspended_solids,mg/L,1,1,0,9.5,3/10/2023,9.5,3/10/2023,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,vanadium,ug/L,1,1,0,16.0,3/10/2023,16.0,3/10/2023,J+,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
PL7,zinc,ug/L,1,1,0,130.0,3/10/2023,130.0,3/10/2023,,,,5000.0,secondary MCL,0.026,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,antimony,ug/L,1,0,1,,,,,,10.0,12/12/2014,6.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,arsenic,ug/L,1,0,1,,,,,,10.0,12/12/2014,10.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,barium,ug/L,1,1,0,155.0,12/12/2014,155.0,12/12/2014,,,,1000.0,primary MCL,0.155,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,beryllium,ug/L,1,0,1,,,,,,5.0,12/12/2014,4.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,cadmium,ug/L,1,0,1,,,,,,5.0,12/12/2014,5.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,chromium,ug/L,1,0,1,,,,,,5.0,12/12/2014,50.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,cobalt,ug/L,1,0,1,,,,,,5.0,12/12/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,copper,ug/L,1,1,0,9.8,12/12/2014,9.8,12/12/2014,,,,1300.0,primary MCL,0.008,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,lead,ug/L,1,0,1,,,,,,5.0,12/12/2014,15.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,mercury,ug/L,1,0,1,,,,,,0.2,12/12/2014,2.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,molybdenum,ug/L,1,0,1,,,,,,5.0,12/12/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,nickel,ug/L,1,0,1,,,,,,5.0,12/12/2014,100.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,nitrate_as_n,mg/L,1,1,0,0.39,12/12/2014,0.39,12/12/2014,,,,10.0,primary MCL,0.039,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,selenium,ug/L,1,0,1,,,,,,20.0,12/12/2014,50.0,primary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,silver,ug/L,1,0,1,,,,,,5.0,12/12/2014,100.0,secondary MCL,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,strontium,ug/L,1,1,0,81.6,12/12/2014,81.6,12/12/2014,,,,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,sulfate,mg/L,1,1,0,2.0,12/12/2014,2.0,12/12/2014,,,,250.0,secondary MCL,0.008,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,thallium,ug/L,1,0,1,,,,,,20.0,12/12/2014,2.0,primary MCL,,,yes,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,vanadium,ug/L,1,0,1,,,,,,5.0,12/12/2014,,no MCL established,,,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
RWQCB,zinc,ug/L,1,1,0,30.3,12/12/2014,30.3,12/12/2014,,,,5000.0,secondary MCL,0.006,no,,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26)
