medium,source_document,location_or_well,analyte,value_type,value,unit,date_or_event,depth_ft,is_background,n_samples,regulatory_limit,limit_type,exceedance_ratio,source_citation,status,notes
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,copper,min_detected_per_location_all_dates,9.8,ug/L,12/12/2014,,,1,1300.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,copper,max_detected_per_location_all_dates,9.8,ug/L,12/12/2014,,,1,1300.0,primary MCL,0.008,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,nitrate_as_n,min_detected_per_location_all_dates,0.39,mg/L,12/12/2014,,,1,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,nitrate_as_n,max_detected_per_location_all_dates,0.39,mg/L,12/12/2014,,,1,10.0,primary MCL,0.039,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,strontium,min_detected_per_location_all_dates,81.6,ug/L,12/12/2014,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,strontium,max_detected_per_location_all_dates,81.6,ug/L,12/12/2014,,,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,sulfate,min_detected_per_location_all_dates,2.0,mg/L,12/12/2014,,,1,250.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,sulfate,max_detected_per_location_all_dates,2.0,mg/L,12/12/2014,,,1,250.0,secondary MCL,0.008,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,zinc,min_detected_per_location_all_dates,30.3,ug/L,12/12/2014,,,1,5000.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),RWQCB,zinc,max_detected_per_location_all_dates,30.3,ug/L,12/12/2014,,,1,5000.0,secondary MCL,0.006,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,arsenic,min_detected_per_location_all_dates,8.0,ug/L,3/10/2023,,TRUE,4,10.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3; max_qualifier=J
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,arsenic,max_detected_per_location_all_dates,8.0,ug/L,3/10/2023,,TRUE,4,10.0,primary MCL,0.8,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3; max_qualifier=J
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,barium,min_detected_per_location_all_dates,10.0,ug/L,2/1/2024,,TRUE,4,1000.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,barium,max_detected_per_location_all_dates,21.0,ug/L,12/19/2023,,TRUE,4,1000.0,primary MCL,0.021,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,copper,min_detected_per_location_all_dates,7.0,ug/L,12/19/2023,,TRUE,4,1300.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,copper,max_detected_per_location_all_dates,14.0,ug/L,3/10/2023,,TRUE,4,1300.0,primary MCL,0.011,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,mercury,min_detected_per_location_all_dates,0.06,ug/L,3/10/2023,,TRUE,4,2.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3; max_qualifier=J
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,mercury,max_detected_per_location_all_dates,0.06,ug/L,3/10/2023,,TRUE,4,2.0,primary MCL,0.03,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3; max_qualifier=J
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,molybdenum,min_detected_per_location_all_dates,13.0,ug/L,3/10/2023,,TRUE,4,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,molybdenum,max_detected_per_location_all_dates,13.0,ug/L,3/10/2023,,TRUE,4,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,selenium,min_detected_per_location_all_dates,12.0,ug/L,3/10/2023,,TRUE,4,50.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,selenium,max_detected_per_location_all_dates,12.0,ug/L,3/10/2023,,TRUE,4,50.0,primary MCL,0.24,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,strontium,min_detected_per_location_all_dates,63.0,ug/L,3/10/2023,,TRUE,4,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,strontium,max_detected_per_location_all_dates,110.0,ug/L,12/19/2023,,TRUE,4,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,sulfate,min_detected_per_location_all_dates,6.0,mg/L,2/17/2026,,TRUE,3,250.0,secondary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,sulfate,max_detected_per_location_all_dates,38.0,mg/L,12/19/2023,,TRUE,3,250.0,secondary MCL,0.152,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,thallium,min_detected_per_location_all_dates,17.0,ug/L,12/19/2023,,TRUE,4,2.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3; reporting limit for non-detects exceeds the limit -- compliance not assessable for those events
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,thallium,max_detected_per_location_all_dates,17.0,ug/L,12/19/2023,,TRUE,4,2.0,primary MCL,8.5,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3; reporting limit for non-detects exceeds the limit -- compliance not assessable for those events
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,total_dissolved_solids,min_detected_per_location_all_dates,40.0,mg/L,2/17/2026,,TRUE,3,500.0,secondary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,total_dissolved_solids,max_detected_per_location_all_dates,180.0,mg/L,12/19/2023,,TRUE,3,500.0,secondary MCL,0.36,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,vanadium,min_detected_per_location_all_dates,6.0,ug/L,12/19/2023,,TRUE,4,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,vanadium,max_detected_per_location_all_dates,13.0,ug/L,3/10/2023,,TRUE,4,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,zinc,min_detected_per_location_all_dates,18.0,ug/L,2/1/2024,,TRUE,4,5000.0,secondary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),BG-West,zinc,max_detected_per_location_all_dates,46.0,ug/L,12/19/2023,,TRUE,4,5000.0,secondary MCL,0.009,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,arsenic,min_detected_per_location_all_dates,9.2,ug/L,3/10/2023,,,5,10.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=4; max_qualifier=J
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,arsenic,max_detected_per_location_all_dates,9.2,ug/L,3/10/2023,,,5,10.0,primary MCL,0.92,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=4; max_qualifier=J
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,barium,min_detected_per_location_all_dates,150.0,ug/L,2/17/2026,,,5,1000.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,barium,max_detected_per_location_all_dates,900.0,ug/L,2/1/2024,,,5,1000.0,primary MCL,0.9,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,chromium,min_detected_per_location_all_dates,5.5,ug/L,2/17/2026,,,5,50.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,chromium,max_detected_per_location_all_dates,12.0,ug/L,3/10/2023,,,5,50.0,primary MCL,0.24,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=3; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,copper,min_detected_per_location_all_dates,5.1,ug/L,2/17/2026,,,5,1300.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,copper,max_detected_per_location_all_dates,17.0,ug/L,3/10/2023,,,5,1300.0,primary MCL,0.013,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,mercury,min_detected_per_location_all_dates,0.08,ug/L,3/10/2023,,,5,2.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=4; max_qualifier=J
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,mercury,max_detected_per_location_all_dates,0.08,ug/L,3/10/2023,,,5,2.0,primary MCL,0.04,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=4; max_qualifier=J
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,molybdenum,min_detected_per_location_all_dates,5.4,ug/L,2/17/2026,,,5,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,molybdenum,max_detected_per_location_all_dates,16.0,ug/L,2/5/2025,,,5,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,strontium,min_detected_per_location_all_dates,52.0,ug/L,3/10/2023,,,5,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,strontium,max_detected_per_location_all_dates,180.0,ug/L,2/1/2024,,,5,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,sulfate,min_detected_per_location_all_dates,5.3,mg/L,2/17/2026,,,4,250.0,secondary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,sulfate,max_detected_per_location_all_dates,22.0,mg/L,12/19/2023,,,4,250.0,secondary MCL,0.088,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,thallium,min_detected_per_location_all_dates,18.0,ug/L,12/19/2023,,,5,2.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=4; reporting limit for non-detects exceeds the limit -- compliance not assessable for those events
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,thallium,max_detected_per_location_all_dates,18.0,ug/L,12/19/2023,,,5,2.0,primary MCL,9.0,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=4; reporting limit for non-detects exceeds the limit -- compliance not assessable for those events
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,total_dissolved_solids,min_detected_per_location_all_dates,77.0,mg/L,2/17/2026,,,4,500.0,secondary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,total_dissolved_solids,max_detected_per_location_all_dates,210.0,mg/L,2/4/2025,,,4,500.0,secondary MCL,0.42,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,vanadium,min_detected_per_location_all_dates,4.7,ug/L,12/19/2023,,,5,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,vanadium,max_detected_per_location_all_dates,25.0,ug/L,3/10/2023,,,5,,no MCL established,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=2; max_qualifier=J+
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,zinc,min_detected_per_location_all_dates,25.0,ug/L,2/1/2024,,,5,5000.0,secondary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-East,zinc,max_detected_per_location_all_dates,100.0,ug/L,2/17/2026,,,5,5000.0,secondary MCL,0.02,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-West,barium,min_detected_per_location_all_dates,49.0,ug/L,12/19/2023,,,5,1000.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-West,barium,max_detected_per_location_all_dates,520.0,ug/L,2/1/2024,,,5,1000.0,primary MCL,0.52,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,S2350-01-02_2.17.2026 Stormwater Sampling Report_5.26.pdf (Table 2 p.10; Table 1 p.9),SW-West,copper,min_detected_per_location_all_dates,5.3,ug/L,2/17/2026,,,5,1300.0,primary MCL,,Table 2 (metals) p. 10; Table 1 (TDS/sulfate) p. 9,VERIFIED (computed from raw transcription),n_nondetect=1; max_qualifier=J+
