medium,source_document,location_or_well,analyte,value_type,value,unit,date_or_event,depth_ft,is_background,n_samples,regulatory_limit,limit_type,exceedance_ratio,source_citation,status,notes
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG1,total_suspended_solids,max_detected_per_location_all_dates,430.0,mg/L,1/6/2016,,TRUE,15,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG1,vanadium,min_detected_per_location_all_dates,1.0,ug/L,12/4/2019,,TRUE,15,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG1,vanadium,max_detected_per_location_all_dates,14.0,ug/L,3/22/2018,,TRUE,15,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=1
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG1,zinc,min_detected_per_location_all_dates,8.1,ug/L,10/28/2016,,TRUE,15,5000.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG1,zinc,max_detected_per_location_all_dates,87.0,ug/L,3/17/2020,,TRUE,15,5000.0,secondary MCL,0.017,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=2
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,alkalinity_bicarbonate,min_detected_per_location_all_dates,12.0,mg/L,10/28/2016,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,alkalinity_bicarbonate,max_detected_per_location_all_dates,72.0,mg/L,1/30/2014,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,alkalinity_total,min_detected_per_location_all_dates,12.0,mg/L,10/28/2016,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,alkalinity_total,max_detected_per_location_all_dates,72.0,mg/L,1/30/2014,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,antimony,min_detected_per_location_all_dates,1.2,ug/L,4/4/2013,,TRUE,12,6.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,antimony,max_detected_per_location_all_dates,10.0,ug/L,3/17/2020,,TRUE,12,6.0,primary MCL,1.667,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,arsenic,min_detected_per_location_all_dates,1.1,ug/L,1/30/2014,,TRUE,12,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=9
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,arsenic,max_detected_per_location_all_dates,1.2,ug/L,12/4/2019,,TRUE,12,10.0,primary MCL,0.12,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=9
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,barium,min_detected_per_location_all_dates,20.0,ug/L,4/4/2013,,TRUE,12,1000.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,barium,max_detected_per_location_all_dates,1700.0,ug/L,3/17/2020,,TRUE,12,1000.0,primary MCL,1.7,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,cadmium,min_detected_per_location_all_dates,0.12,ug/L,10/28/2016,,TRUE,12,5.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=10; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,cadmium,max_detected_per_location_all_dates,0.26,ug/L,3/17/2020,,TRUE,12,5.0,primary MCL,0.052,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=10; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,calcium,min_detected_per_location_all_dates,2.3,mg/L,10/28/2016,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,calcium,max_detected_per_location_all_dates,17.0,mg/L,1/30/2014,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,chloride,min_detected_per_location_all_dates,1.2,mg/L,12/12/2014,,TRUE,9,250.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,chloride,max_detected_per_location_all_dates,8.1,mg/L,1/30/2014,,TRUE,9,250.0,secondary MCL,0.032,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,chromium,min_detected_per_location_all_dates,1.0,ug/L,12/15/2016,,TRUE,12,50.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,chromium,max_detected_per_location_all_dates,14.0,ug/L,1/6/2016,,TRUE,12,50.0,primary MCL,0.28,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,cobalt,min_detected_per_location_all_dates,0.52,ug/L,12/4/2019,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=6
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,cobalt,max_detected_per_location_all_dates,1.1,ug/L,1/8/2018,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=6
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,copper,min_detected_per_location_all_dates,9.4,ug/L,12/12/2014,,TRUE,12,1300.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,copper,max_detected_per_location_all_dates,52.0,ug/L,3/17/2020,,TRUE,12,1300.0,primary MCL,0.04,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,lead,min_detected_per_location_all_dates,0.79,ug/L,12/4/2019,,TRUE,12,15.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=7
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,lead,max_detected_per_location_all_dates,13.0,ug/L,1/8/2018,,TRUE,12,15.0,primary MCL,0.867,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=7
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,magnesium,min_detected_per_location_all_dates,0.42,mg/L,10/28/2016,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,magnesium,max_detected_per_location_all_dates,3.1,mg/L,1/30/2014,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,manganese,min_detected_per_location_all_dates,15.0,ug/L,1/6/2016,,TRUE,10,50.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,manganese,max_detected_per_location_all_dates,70.0,ug/L,1/8/2018,,TRUE,10,50.0,secondary MCL,1.4,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,mercury,min_detected_per_location_all_dates,0.25,ug/L,3/17/2020,,TRUE,12,2.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=11
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,mercury,max_detected_per_location_all_dates,0.25,ug/L,3/17/2020,,TRUE,12,2.0,primary MCL,0.125,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=11
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,molybdenum,min_detected_per_location_all_dates,1.7,ug/L,12/15/2016,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,molybdenum,max_detected_per_location_all_dates,11.0,ug/L,1/30/2014,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,nickel,min_detected_per_location_all_dates,2.0,ug/L,12/12/2014,,TRUE,12,100.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,nickel,max_detected_per_location_all_dates,8.1,ug/L,3/17/2020,,TRUE,12,100.0,primary MCL,0.081,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,nitrate_as_n,min_detected_per_location_all_dates,0.29,mg/L,12/4/2019,,TRUE,11,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,nitrate_as_n,max_detected_per_location_all_dates,0.96,mg/L,2/6/2014,,TRUE,11,10.0,primary MCL,0.096,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,potassium,min_detected_per_location_all_dates,1.6,mg/L,12/12/2014,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,potassium,max_detected_per_location_all_dates,9.6,mg/L,1/30/2014,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,sodium,min_detected_per_location_all_dates,1.2,mg/L,12/12/2014,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,sodium,max_detected_per_location_all_dates,7.4,mg/L,1/30/2014,,TRUE,9,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,strontium,min_detected_per_location_all_dates,23.0,ug/L,10/28/2016,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,strontium,max_detected_per_location_all_dates,120.0,ug/L,1/30/2014,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,sulfate,min_detected_per_location_all_dates,2.0,mg/L,10/28/2016,,TRUE,10,250.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,sulfate,max_detected_per_location_all_dates,11.0,mg/L,1/30/2014,,TRUE,10,250.0,secondary MCL,0.044,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,sulfide,min_detected_per_location_all_dates,0.023,mg/L,1/6/2016,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=8
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,sulfide,max_detected_per_location_all_dates,0.1,mg/L,1/30/2014,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=8
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,total_dissolved_solids,min_detected_per_location_all_dates,21.0,mg/L,12/12/2014,,TRUE,9,500.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,total_dissolved_solids,max_detected_per_location_all_dates,240.0,mg/L,1/30/2014,,TRUE,9,500.0,secondary MCL,0.48,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,total_suspended_solids,min_detected_per_location_all_dates,46.0,mg/L,3/17/2020,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,total_suspended_solids,max_detected_per_location_all_dates,670.0,mg/L,12/2/2014,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,vanadium,min_detected_per_location_all_dates,0.72,ug/L,12/4/2019,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=4
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,vanadium,max_detected_per_location_all_dates,5.2,ug/L,3/17/2020,,TRUE,12,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=4
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,zinc,min_detected_per_location_all_dates,28.0,ug/L,12/12/2014,,TRUE,12,5000.0,secondary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG2,zinc,max_detected_per_location_all_dates,230.0,ug/L,1/8/2018,,TRUE,12,5000.0,secondary MCL,0.046,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,arsenic,min_detected_per_location_all_dates,8.0,ug/L,3/10/2023,,TRUE,1,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,arsenic,max_detected_per_location_all_dates,8.0,ug/L,3/10/2023,,TRUE,1,10.0,primary MCL,0.8,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,barium,min_detected_per_location_all_dates,17.0,ug/L,3/10/2023,,TRUE,1,1000.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,barium,max_detected_per_location_all_dates,17.0,ug/L,3/10/2023,,TRUE,1,1000.0,primary MCL,0.017,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,copper,min_detected_per_location_all_dates,14.0,ug/L,3/10/2023,,TRUE,1,1300.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,copper,max_detected_per_location_all_dates,14.0,ug/L,3/10/2023,,TRUE,1,1300.0,primary MCL,0.011,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,mercury,min_detected_per_location_all_dates,0.06,ug/L,3/10/2023,,TRUE,1,2.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,mercury,max_detected_per_location_all_dates,0.06,ug/L,3/10/2023,,TRUE,1,2.0,primary MCL,0.03,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,molybdenum,min_detected_per_location_all_dates,13.0,ug/L,3/10/2023,,TRUE,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,molybdenum,max_detected_per_location_all_dates,13.0,ug/L,3/10/2023,,TRUE,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J+
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,nitrate_as_n,min_detected_per_location_all_dates,0.12,mg/L,3/10/2023,,TRUE,1,10.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,nitrate_as_n,max_detected_per_location_all_dates,0.12,mg/L,3/10/2023,,TRUE,1,10.0,primary MCL,0.012,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,selenium,min_detected_per_location_all_dates,12.0,ug/L,3/10/2023,,TRUE,1,50.0,primary MCL,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,selenium,max_detected_per_location_all_dates,12.0,ug/L,3/10/2023,,TRUE,1,50.0,primary MCL,0.24,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,strontium,min_detected_per_location_all_dates,63.0,ug/L,3/10/2023,,TRUE,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,strontium,max_detected_per_location_all_dates,63.0,ug/L,3/10/2023,,TRUE,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0; max_qualifier=J
surface_water,06A2542ct_to97_SurfaceWaterLetter_final.20230328.pdf (Table 4 pp.19-22; Table 5 pp.23-26),BG3,total_suspended_solids,min_detected_per_location_all_dates,5.3,mg/L,3/10/2023,,TRUE,1,,no MCL established,,Table 4 (metals) pp. 19-22; Table 5 (general minerals) pp. 23-26,VERIFIED (computed from raw transcription),n_nondetect=0
